seq,module_path,op,mapping,total_cycles,compute_cycles,fallback_cycles,snapshot_cycles,requant_cycles,write_cycles,activation_read_cycles,weight_read_cycles,valid_mac_count,tile_count,activation_bytes,weight_bytes,output_bytes
364,vision_language_interaction.text_layers.4.linear2,GEMM_W8A16,rtl_gemm,24460,12480,,48,336,336,10924,10924,5505024,12,43008,262144,10752
365,vision_language_interaction.text_layers.4.norm2,LAYER_NORM,rtl_vector,2688,,2688,,,,,,,,,,21504
366,vision_language_interaction.fusion_layers.5.layer_norm_v,LAYER_NORM,rtl_vector,65536,,65536,,,,,,,,,,524288
367,vision_language_interaction.fusion_layers.5.layer_norm_l,LAYER_NORM,rtl_vector,2688,,2688,,,,,,,,,,21504
368,vision_language_interaction.fusion_layers.5.attn.v_proj,GEMM_W8A16,rtl_gemm,472832,191488,,2816,32768,32768,180224,180224,134217728,704,262144,262144,1048576
369,vision_language_interaction.fusion_layers.5.attn.l_proj,GEMM_W8A16,rtl_gemm,27100,11968,,176,1344,1344,10924,10924,5505024,44,10752,262144,43008
370,vision_language_interaction.fusion_layers.5.attn.values_v_proj,GEMM_W8A16,rtl_gemm,472832,191488,,2816,32768,32768,180224,180224,134217728,704,262144,262144,1048576
371,vision_language_interaction.fusion_layers.5.attn.values_l_proj,GEMM_W8A16,rtl_gemm,27100,11968,,176,1344,1344,10924,10924,5505024,44,10752,262144,43008
372,vision_language_interaction.fusion_layers.5.attn.out_v_proj,GEMM_W8A16,rtl_gemm,421632,199680,,768,8192,8192,196608,196608,134217728,192,1048576,262144,262144
373,vision_language_interaction.fusion_layers.5.attn.out_l_proj,GEMM_W8A16,rtl_gemm,24460,12480,,48,336,336,10924,10924,5505024,12,43008,262144,10752
374,vision_language_interaction.text_layers.5.self_attn,AUX_EVENT,aux_behavior,3360,,3360,,,,,,,,,,21504
375,vision_language_interaction.text_layers.5.norm1,LAYER_NORM,rtl_vector,2688,,2688,,,,,,,,,,21504
376,vision_language_interaction.text_layers.5.linear1,GEMM_W8A16,rtl_gemm,27100,11968,,176,1344,1344,10924,10924,5505024,44,10752,262144,43008
377,vision_language_interaction.text_layers.5.linear2,GEMM_W8A16,rtl_gemm,24460,12480,,48,336,336,10924,10924,5505024,12,43008,262144,10752
378,vision_language_interaction.text_layers.5.norm2,LAYER_NORM,rtl_vector,2688,,2688,,,,,,,,,,21504
379,action_head.state_projection.net.0,LAYER_NORM,rtl_vector,16,,16,,,,,,,,,,32
380,action_head.state_projection.net.1,GEMM_W8A16,rtl_gemm,259,144,,24,16,16,43,43,2048,6,16,2048,512
381,action_head.state_projection.net.2,GELU,rtl_vector,80,,80,,,,,,,,,,1024
382,action_head.state_projection.net.4,GEMM_W8A16,rtl_gemm,5863,2992,,44,32,32,2731,2731,131072,11,512,131072,1024
383,action_head.state_projection.output_norm,LAYER_NORM,rtl_vector,256,,256,,,,,,,,,,2048
384,action_head.decoder.decoder.layers.0.norm1,LAYER_NORM,rtl_vector,1536,,1536,,,,,,,,,,12288
385,action_head.decoder.decoder.layers.0.self_attn,AUX_EVENT,aux_behavior,1920,,1920,,,,,,,,,,12288
386,action_head.decoder.decoder.layers.0.norm2,LAYER_NORM,rtl_vector,1536,,1536,,,,,,,,,,12288
387,action_head.decoder.decoder.layers.0.multihead_attn,AUX_EVENT,aux_behavior,1920,,1920,,,,,,,,,,12288
388,action_head.decoder.decoder.layers.0.norm3,LAYER_NORM,rtl_vector,1536,,1536,,,,,,,,,,12288
389,action_head.decoder.decoder.layers.0.linear1,GEMM_W8A16,rtl_gemm,27399,11696,,172,1536,1536,10923,10923,6291456,43,6144,524288,49152
390,action_head.decoder.decoder.layers.0.linear2,GEMM_W8A16,rtl_gemm,23907,12384,,24,192,192,10923,10923,6291456,6,49152,524288,6144
391,action_head.decoder.decoder.layers.1.norm1,LAYER_NORM,rtl_vector,1536,,1536,,,,,,,,,,12288
392,action_head.decoder.decoder.layers.1.self_attn,AUX_EVENT,aux_behavior,1920,,1920,,,,,,,,,,12288
393,action_head.decoder.decoder.layers.1.norm2,LAYER_NORM,rtl_vector,1536,,1536,,,,,,,,,,12288
394,action_head.decoder.decoder.layers.1.multihead_attn,AUX_EVENT,aux_behavior,1920,,1920,,,,,,,,,,12288
395,action_head.decoder.decoder.layers.1.norm3,LAYER_NORM,rtl_vector,1536,,1536,,,,,,,,,,12288
396,action_head.decoder.decoder.layers.1.linear1,GEMM_W8A16,rtl_gemm,27399,11696,,172,1536,1536,10923,10923,6291456,43,6144,524288,49152
397,action_head.decoder.decoder.layers.1.linear2,GEMM_W8A16,rtl_gemm,23907,12384,,24,192,192,10923,10923,6291456,6,49152,524288,6144
398,action_head.decoder.decoder.layers.2.norm1,LAYER_NORM,rtl_vector,1536,,1536,,,,,,,,,,12288
399,action_head.decoder.decoder.layers.2.self_attn,AUX_EVENT,aux_behavior,1920,,1920,,,,,,,,,,12288
400,action_head.decoder.decoder.layers.2.norm2,LAYER_NORM,rtl_vector,1536,,1536,,,,,,,,,,12288
401,action_head.decoder.decoder.layers.2.multihead_attn,AUX_EVENT,aux_behavior,1920,,1920,,,,,,,,,,12288
402,action_head.decoder.decoder.layers.2.norm3,LAYER_NORM,rtl_vector,1536,,1536,,,,,,,,,,12288
403,action_head.decoder.decoder.layers.2.linear1,GEMM_W8A16,rtl_gemm,27399,11696,,172,1536,1536,10923,10923,6291456,43,6144,524288,49152
404,action_head.decoder.decoder.layers.2.linear2,GEMM_W8A16,rtl_gemm,23907,12384,,24,192,192,10923,10923,6291456,6,49152,524288,6144
405,action_head.decoder.action_projection.layers.0,GEMM_W8A16,rtl_gemm,6919,2992,,44,384,384,2731,2731,1572864,11,6144,131072,12288
406,action_head.decoder.action_projection.layers.1,GEMM_W8A16,rtl_gemm,12466,5808,,44,384,384,5462,5462,3145728,11,12288,262144,12288
407,action_head.decoder.action_projection.layers.2,GEMM_W8A16,rtl_gemm,934,528,,4,6,6,384,384,43008,1,12288,3584,168
bmm:5268,<top>,BMM_W8A16,rtl_bmm,73472,8704,,128,672,672,8192,8192,11010048,32,262144,5376,21504
bmm:5289,<top>,BMM_W8A16,rtl_bmm,113152,7104,,768,8192,8192,4032,4032,11010048,192,21504,5376,262144
bmm:5290,<top>,BMM_W8A16,rtl_bmm,50072,6336,,48,336,336,5462,5462,11010048,12,21504,131072,10752
bmm:5357,vision_language_interaction.text_layers.0.self_attn,BMM_W8A16,rtl_bmm,1552,148,,16,84,84,56,56,112896,4,882,1344,2688
bmm:5490,<top>,BMM_W8A16,rtl_bmm,73472,8704,,128,672,672,8192,8192,11010048,32,262144,5376,21504
bmm:5511,<top>,BMM_W8A16,rtl_bmm,113152,7104,,768,8192,8192,4032,4032,11010048,192,21504,5376,262144
bmm:5512,<top>,BMM_W8A16,rtl_bmm,50072,6336,,48,336,336,5462,5462,11010048,12,21504,131072,10752
bmm:5579,vision_language_interaction.text_layers.1.self_attn,BMM_W8A16,rtl_bmm,1552,148,,16,84,84,56,56,112896,4,882,1344,2688
bmm:5712,<top>,BMM_W8A16,rtl_bmm,73472,8704,,128,672,672,8192,8192,11010048,32,262144,5376,21504
bmm:5733,<top>,BMM_W8A16,rtl_bmm,113152,7104,,768,8192,8192,4032,4032,11010048,192,21504,5376,262144
bmm:5734,<top>,BMM_W8A16,rtl_bmm,50072,6336,,48,336,336,5462,5462,11010048,12,21504,131072,10752
bmm:5801,vision_language_interaction.text_layers.2.self_attn,BMM_W8A16,rtl_bmm,1552,148,,16,84,84,56,56,112896,4,882,1344,2688
bmm:5934,<top>,BMM_W8A16,rtl_bmm,73472,8704,,128,672,672,8192,8192,11010048,32,262144,5376,21504
bmm:5955,<top>,BMM_W8A16,rtl_bmm,113152,7104,,768,8192,8192,4032,4032,11010048,192,21504,5376,262144
bmm:5956,<top>,BMM_W8A16,rtl_bmm,50072,6336,,48,336,336,5462,5462,11010048,12,21504,131072,10752
bmm:6023,vision_language_interaction.text_layers.3.self_attn,BMM_W8A16,rtl_bmm,1552,148,,16,84,84,56,56,112896,4,882,1344,2688
bmm:6156,<top>,BMM_W8A16,rtl_bmm,73472,8704,,128,672,672,8192,8192,11010048,32,262144,5376,21504
bmm:6177,<top>,BMM_W8A16,rtl_bmm,113152,7104,,768,8192,8192,4032,4032,11010048,192,21504,5376,262144
bmm:6178,<top>,BMM_W8A16,rtl_bmm,50072,6336,,48,336,336,5462,5462,11010048,12,21504,131072,10752
bmm:6245,vision_language_interaction.text_layers.4.self_attn,BMM_W8A16,rtl_bmm,1552,148,,16,84,84,56,56,112896,4,882,1344,2688
bmm:6378,<top>,BMM_W8A16,rtl_bmm,73472,8704,,128,672,672,8192,8192,11010048,32,262144,5376,21504
bmm:6399,<top>,BMM_W8A16,rtl_bmm,113152,7104,,768,8192,8192,4032,4032,11010048,192,21504,5376,262144
bmm:6400,<top>,BMM_W8A16,rtl_bmm,50072,6336,,48,336,336,5462,5462,11010048,12,21504,131072,10752
bmm:6467,vision_language_interaction.text_layers.5.self_attn,BMM_W8A16,rtl_bmm,1552,148,,16,84,84,56,56,112896,4,882,1344,2688
