seq,module_path,op,mapping,optimization_flags,total_cycles,base_total_cycles,serial_total_cycles,compute_cycles,fallback_cycles,snapshot_cycles,requant_cycles,write_cycles,base_write_cycles,activation_read_cycles,base_activation_read_cycles,weight_read_cycles,base_weight_read_cycles,valid_mac_count,tile_count,activation_bytes,weight_bytes,output_bytes,pipeline_guard_cycles
360,vision_language_interaction.fusion_layers.4.attn.out_l_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",12496,24460,18998,12480,,48,336,336,336,1344,8064,5462,10924,5505024,12,43008,262144,10752,16
bmm:6245,vision_language_interaction.text_layers.4.self_attn,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",800,1552,1440,592,,64,336,336,336,112,224,112,224,112896,16,3528,5376,10752,64
361,vision_language_interaction.text_layers.4.self_attn,AUX_EVENT,aux_behavior,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",3360,3360,,,3360,,,,,,,,,,,21504,,21504,
362,vision_language_interaction.text_layers.4.norm1,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",2016,2688,,,2016,,,,,,,,,,,21504,,21504,
363,vision_language_interaction.text_layers.4.linear1,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",11984,27100,21638,11968,,176,1344,1344,1344,336,7392,5462,10924,5505024,44,10752,262144,43008,16
364,vision_language_interaction.text_layers.4.linear2,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",12496,24460,18998,12480,,48,336,336,336,1344,8064,5462,10924,5505024,12,43008,262144,10752,16
365,vision_language_interaction.text_layers.4.norm2,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",2016,2688,,,2016,,,,,,,,,,,21504,,21504,
366,vision_language_interaction.fusion_layers.5.layer_norm_v,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",49152,65536,,,49152,,,,,,,,,,,524288,,524288,
367,vision_language_interaction.fusion_layers.5.layer_norm_l,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",2016,2688,,,2016,,,,,,,,,,,21504,,21504,
368,vision_language_interaction.fusion_layers.5.attn.v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",191504,472832,300800,191488,,2816,32768,32768,32768,8192,180224,5462,174784,134217728,704,262144,262144,1048576,16
369,vision_language_interaction.fusion_layers.5.attn.l_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",11984,27100,21638,11968,,176,1344,1344,1344,336,7392,5462,10924,5505024,44,10752,262144,43008,16
370,vision_language_interaction.fusion_layers.5.attn.values_v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",191504,472832,300800,191488,,2816,32768,32768,32768,8192,180224,5462,174784,134217728,704,262144,262144,1048576,16
371,vision_language_interaction.fusion_layers.5.attn.values_l_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",11984,27100,21638,11968,,176,1344,1344,1344,336,7392,5462,10924,5505024,44,10752,262144,43008,16
bmm:6378,<top>,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",34880,73472,73472,34816,,512,2688,2688,2688,32768,32768,448,14336,11010048,128,1048576,21504,86016,64
bmm:6399,<top>,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",68672,113152,99712,28416,,3072,32768,32768,32768,2688,16128,448,14336,11010048,768,86016,21504,1048576,64
bmm:6400,<top>,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",25408,50072,39148,25344,,192,1344,1344,1344,2688,16128,10924,21848,11010048,48,86016,524288,43008,64
372,vision_language_interaction.fusion_layers.5.attn.out_v_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",199696,421632,257792,199680,,768,8192,8192,8192,32768,196608,5462,174784,134217728,192,1048576,262144,262144,16
373,vision_language_interaction.fusion_layers.5.attn.out_l_proj,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",12496,24460,18998,12480,,48,336,336,336,1344,8064,5462,10924,5505024,12,43008,262144,10752,16
bmm:6467,vision_language_interaction.text_layers.5.self_attn,BMM_W8A16,rtl_bmm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",800,1552,1440,592,,64,336,336,336,112,224,112,224,112896,16,3528,5376,10752,64
374,vision_language_interaction.text_layers.5.self_attn,AUX_EVENT,aux_behavior,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",3360,3360,,,3360,,,,,,,,,,,21504,,21504,
375,vision_language_interaction.text_layers.5.norm1,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",2016,2688,,,2016,,,,,,,,,,,21504,,21504,
376,vision_language_interaction.text_layers.5.linear1,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",11984,27100,21638,11968,,176,1344,1344,1344,336,7392,5462,10924,5505024,44,10752,262144,43008,16
377,vision_language_interaction.text_layers.5.linear2,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",12496,24460,18998,12480,,48,336,336,336,1344,8064,5462,10924,5505024,12,43008,262144,10752,16
378,vision_language_interaction.text_layers.5.norm2,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",2016,2688,,,2016,,,,,,,,,,,21504,,21504,
379,action_head.state_projection.net.0,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",16,16,,,16,,,,,,,,,,,32,,32,
380,action_head.state_projection.net.1,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",160,259,259,144,,24,16,16,16,1,6,43,43,2048,6,16,2048,512,16
381,action_head.state_projection.net.2,GELU,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",64,80,,,64,,,,,,,,,,,1024,,1024,
382,action_head.state_projection.net.4,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",3008,5863,5863,2992,,44,32,32,32,16,176,2731,2731,131072,11,512,131072,1024,16
383,action_head.state_projection.output_norm,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",192,256,,,192,,,,,,,,,,,2048,,2048,
384,action_head.decoder.decoder.layers.0.norm1,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",1152,1536,,,1152,,,,,,,,,,,12288,,12288,
385,action_head.decoder.decoder.layers.0.self_attn,AUX_EVENT,aux_behavior,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",1920,1920,,,1920,,,,,,,,,,,12288,,12288,
386,action_head.decoder.decoder.layers.0.norm2,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",1152,1536,,,1152,,,,,,,,,,,12288,,12288,
387,action_head.decoder.decoder.layers.0.multihead_attn,AUX_EVENT,aux_behavior,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",1920,1920,,,1920,,,,,,,,,,,12288,,12288,
388,action_head.decoder.decoder.layers.0.norm3,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",1152,1536,,,1152,,,,,,,,,,,12288,,12288,
389,action_head.decoder.decoder.layers.0.linear1,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",11712,27399,27399,11696,,172,1536,1536,1536,192,8256,10923,10923,6291456,43,6144,524288,49152,16
390,action_head.decoder.decoder.layers.0.linear2,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",12400,23907,23907,12384,,24,192,192,192,1536,9216,10923,10923,6291456,6,49152,524288,6144,16
391,action_head.decoder.decoder.layers.1.norm1,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",1152,1536,,,1152,,,,,,,,,,,12288,,12288,
392,action_head.decoder.decoder.layers.1.self_attn,AUX_EVENT,aux_behavior,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",1920,1920,,,1920,,,,,,,,,,,12288,,12288,
393,action_head.decoder.decoder.layers.1.norm2,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",1152,1536,,,1152,,,,,,,,,,,12288,,12288,
394,action_head.decoder.decoder.layers.1.multihead_attn,AUX_EVENT,aux_behavior,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",1920,1920,,,1920,,,,,,,,,,,12288,,12288,
395,action_head.decoder.decoder.layers.1.norm3,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",1152,1536,,,1152,,,,,,,,,,,12288,,12288,
396,action_head.decoder.decoder.layers.1.linear1,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",11712,27399,27399,11696,,172,1536,1536,1536,192,8256,10923,10923,6291456,43,6144,524288,49152,16
397,action_head.decoder.decoder.layers.1.linear2,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",12400,23907,23907,12384,,24,192,192,192,1536,9216,10923,10923,6291456,6,49152,524288,6144,16
398,action_head.decoder.decoder.layers.2.norm1,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",1152,1536,,,1152,,,,,,,,,,,12288,,12288,
399,action_head.decoder.decoder.layers.2.self_attn,AUX_EVENT,aux_behavior,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",1920,1920,,,1920,,,,,,,,,,,12288,,12288,
400,action_head.decoder.decoder.layers.2.norm2,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",1152,1536,,,1152,,,,,,,,,,,12288,,12288,
401,action_head.decoder.decoder.layers.2.multihead_attn,AUX_EVENT,aux_behavior,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",1920,1920,,,1920,,,,,,,,,,,12288,,12288,
402,action_head.decoder.decoder.layers.2.norm3,LAYER_NORM,rtl_vector,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",1152,1536,,,1152,,,,,,,,,,,12288,,12288,
403,action_head.decoder.decoder.layers.2.linear1,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",11712,27399,27399,11696,,172,1536,1536,1536,192,8256,10923,10923,6291456,43,6144,524288,49152,16
404,action_head.decoder.decoder.layers.2.linear2,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",12400,23907,23907,12384,,24,192,192,192,1536,9216,10923,10923,6291456,6,49152,524288,6144,16
405,action_head.decoder.action_projection.layers.0,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",3008,6919,6919,2992,,44,384,384,384,192,2112,2731,2731,1572864,11,6144,131072,12288,16
406,action_head.decoder.action_projection.layers.1,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",5824,12466,12466,5808,,44,384,384,384,384,4224,5462,5462,3145728,11,12288,262144,12288,16
407,action_head.decoder.action_projection.layers.2,GEMM_W8A16,rtl_gemm,"act_reuse,fanout,fusion,order,overlap,pipeline,tile_mask,vector_pipeline,weight_reuse,write_coalesce",544,934,934,528,,4,6,6,6,384,384,75,75,43008,1,12288,3584,168,16
